index	SI	LAB	MOHO	CTD	SV	PV	GEOID	FA	RHO_C	BG	EMAG2_CLASS	DEM	RHO_L	VOLC_DIST_W	REG	GLIM	lon	lat	grid_index	heat-flow (mW/m2)
0	0.090773842914819	91.79006850660022	28.75276052804945	26.85575473057468	-0.007717344724255	0.0001809788784962	1.7319733789949785	2.896229046742375	2791.529545783465	20.95893636172529	-0.0348398111743054	-154.0	3296.0872180331835	0.0	3	15	-179.927	75.076	1210727	76.0
1	0.1144924190801088	91.74792926816568	28.74291984336581	26.853842713475416	-0.0072733611499616	0.0001840996133189	1.638947734296724	-2.573988728325889	2792.2332984434893	21.53610206775832	-0.0208010604684227	-158.0	3294.6505699540344	0.0	3	15	-179.791	74.965	1210728	58.0
2	0.7034879910345515	91.44820408435616	28.01143944222547	26.832045336339636	-0.0114086175129599	0.000116130658057	1.6222044960638795	-7.946924728222974	2785.894766826289	61.16062158165399	0.020478890260094	-1085.0	3314.828621349513	0.0	4	15	-179.262	76.199	1221525	56.0
3	-0.8120659789309835	77.0769088482303	14.168952358726946	32.784266487194934	0.0020502732103328	-0.0047154150140483	-2.9533182457392826	-33.45232607381259	2800.4849293363995	187.94086948999825	-0.0349773929785217	248.0	3337.108356269119	0.5043284585391754	3	15	-179.183	51.417	998449	39.0
4	-0.8120659789309835	77.0769088482303	14.168952358726946	32.784266487194934	0.0020502732103328	-0.0047154150140483	-2.9533182457392826	-33.45232607381259	2800.4849293363995	187.94086948999825	-0.0349773929785217	248.0	3337.108356269119	0.5043284585391754	3	15	-179.183	51.417	998449	50.0
5	-0.8620224799150173	77.29822172306739	14.259867502269143	32.75664878057073	0.0022838214522253	-0.0054469956770279	-1.6242834048334744	-32.988205712686806	2789.2775576913064	167.67374678543496	-0.0190001343882899	-1207.0	3337.6531024914825	0.5819307723052083	3	15	-179.1	51.467	1000248	34.0
6	-0.8546247341403648	76.94289954379046	14.195135733357157	32.797953688367365	0.0025706769361517	-0.004682613764178	-1.594540424033069	-31.756136183569257	2789.829938022287	170.1999270215864	-0.039542329357207	-493.0	3337.569320495509	0.6057434983341382	6	15	-179.073	51.482	1000249	40.57
7	-0.8546247341403648	76.94289954379046	14.195135733357157	32.797953688367365	0.0025706769361517	-0.004682613764178	-1.594540424033069	-31.756136183569257	2789.829938022287	170.1999270215864	-0.039542329357207	-493.0	3337.569320495509	0.65322531750441	6	15	-179.033	51.517	1000249	45.0
8	-0.8546247341403648	76.94289954379046	14.195135733357157	32.797953688367365	0.0025706769361517	-0.004682613764178	-1.594540424033069	-31.756136183569257	2789.829938022287	170.1999270215864	-0.039542329357207	-493.0	3337.569320495509	0.6847437772754402	6	15	-178.983	51.533	1000249	32.0
9	-0.8546247341403648	76.94289954379046	14.195135733357157	32.797953688367365	0.0025706769361517	-0.004682613764178	-1.594540424033069	-31.756136183569257	2789.829938022287	170.1999270215864	-0.039542329357207	-493.0	3337.569320495509	0.6847437772754402	6	15	-178.983	51.533	1000249	40.0
